City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
271,Tilichiki,RU,2021-03-27 18:23:21,60.4667,166.1,-4.85,94,100,11.61
272,San Quintin,MX,2021-03-27 18:18:31,30.4833,-115.95,64.09,45,0,5.48
273,Udachnyy,RU,2021-03-27 18:23:22,66.4167,112.4,-10.07,100,54,3.38
274,Mecca,SA,2021-03-27 18:23:22,21.4267,39.8261,74.16,49,1,9.1
275,Calabar,NG,2021-03-27 18:23:22,4.9517,8.322,81.21,80,96,5.37
276,Waddan,LY,2021-03-27 18:23:22,29.1614,16.139,63.03,22,1,10.07
277,Abu Samrah,SY,2021-03-27 18:23:23,35.3029,37.1841,45.27,59,21,7.25
278,Vao,NC,2021-03-27 18:19:33,-22.6667,167.4833,77.63,80,6,11.23
279,Belmonte,BR,2021-03-27 18:23:23,-15.8631,-38.8828,84.2,61,20,12.66
280,Ilulissat,GL,2021-03-27 18:18:47,69.2167,-51.1,-9.4,45,40,6.91
281,Dimbokro,CI,2021-03-27 18:23:24,6.6451,-4.7048,82.26,75,75,3.18
282,Pemangkat,ID,2021-03-27 18:23:24,1.1667,108.9667,77.52,87,100,3.11
283,Esna,EG,2021-03-27 18:23:24,25.2934,32.554,68.0,34,0,4.61
284,Harrisburg,US,2021-03-27 18:19:16,40.2737,-76.8844,69.8,40,1,10.36
285,Thinadhoo,MV,2021-03-27 18:23:24,0.5333,72.9333,83.61,72,100,10.45
286,Miedzyrzecz,PL,2021-03-27 18:23:25,52.4446,15.578,42.01,81,0,11.5
287,Pacific Grove,US,2021-03-27 18:23:25,36.6177,-121.9166,70.0,32,1,4.61
288,Adrar,MR,2021-03-27 18:23:25,20.5022,-10.0711,92.07,5,5,8.39
289,Yerbogachen,RU,2021-03-27 18:23:26,61.2767,108.0108,13.39,96,97,4.9
290,Wahiawa,US,2021-03-27 18:23:26,21.5028,-158.0236,77.0,69,1,4.61
291,Flin Flon,CA,2021-03-27 18:23:26,54.7682,-101.865,24.8,42,40,11.5
292,Moerai,PF,2021-03-27 18:23:27,-22.4333,-151.3333,81.37,72,6,20.96
293,Coffs Harbour,AU,2021-03-27 18:19:22,-30.3,153.1333,60.8,94,0,4.72
